atccode,target
N02CA51,Alpha-1 adrenergic receptors
N02CA51,Alpha-2 adrenergic receptors
N02CA51,Dopamine D2 receptor
N02CA51,Dopamine D3 receptor
N02CA51,Dopamine D4 receptor
N02CA51,5-hydroxytryptamine receptor 4
N02CA51,Beta-3 adrenergic receptor
N02CA01,5-hydroxytryptamine receptor 1B
N02CA01,5-hydroxytryptamine receptor 1D
N02CA01,5-hydroxytryptamine receptor 1F
N02CA01,Alpha-2A adrenergic receptor
N02CA01,5-hydroxytryptamine receptor 1A
N02CA01,5-hydroxytryptamine receptor 1E
N02CA01,5-hydroxytryptamine receptor 2A
N02CA01,5-hydroxytryptamine receptor 2B
N02CA01,5-hydroxytryptamine receptor 2C
N02CA01,Alpha-1 adrenergic receptors
N02CA01,Alpha-2 adrenergic receptors
N02CA01,Dopamine D2 receptor
N02CA01,Dopamine D3 receptor
N02CA01,Dopamine D4 receptor
N02CA01,5-hydroxytryptamine receptor 4
N02CA01,Beta-3 adrenergic receptor
N06AA09,Sodium-dependent noradrenaline transporter
N06AA09,Sodium-dependent serotonin transporter
N06AA09,5-hydroxytryptamine receptor 2A
N06AA09,5-hydroxytryptamine receptor 1A
N06AA09,Delta-type opioid receptor
N06AA09,Kappa-type opioid receptor
N06AA09,High affinity nerve growth factor receptor
N06AA09,BDNF/NT-3 growth factors receptor
N06AA09,Alpha-1A adrenergic receptor
N06AA09,Alpha-1D adrenergic receptor
N06AA09,Alpha-2A adrenergic receptor
N06AA09,Histamine H1 receptor
N06AA09,Potassium voltage-gated channel subfamily KQT member 2
N06AA09,Potassium voltage-gated channel subfamily A member 1
N06AA09,Histamine H2 receptor
N06AA09,Histamine H4 receptor
N06AA09,Sigma non-opioid intracellular receptor 1
N06AA09,5-hydroxytryptamine receptor 2C
N06AA09,Alpha-1B adrenergic receptor
N06AA09,5-hydroxytryptamine receptor 7
N06AA09,5-hydroxytryptamine receptor 1D
N06AA09,Mu-type opioid receptor
N06AA09,5-hydroxytryptamine receptor 1B
N06AA09,5-hydroxytryptamine receptor 6
N06AA09,Potassium voltage-gated channel subfamily KQT member 3
N06AA09,5-hydroxytryptamine receptor 1C
N06AA09,Muscarinic acetylcholine receptor
N06AA09,HERG human cardiac K+ channel
N06CA01,Sodium-dependent noradrenaline transporter
N06CA01,Sodium-dependent serotonin transporter
N06CA01,5-hydroxytryptamine receptor 2A
N06CA01,5-hydroxytryptamine receptor 1A
N06CA01,Delta-type opioid receptor
N06CA01,Kappa-type opioid receptor
N06CA01,High affinity nerve growth factor receptor
N06CA01,BDNF/NT-3 growth factors receptor
N06CA01,Alpha-1A adrenergic receptor
N06CA01,Alpha-1D adrenergic receptor
N06CA01,Alpha-2A adrenergic receptor
N06CA01,Histamine H1 receptor
N06CA01,Potassium voltage-gated channel subfamily KQT member 2
N06CA01,Potassium voltage-gated channel subfamily A member 1
N06CA01,Histamine H2 receptor
N06CA01,Histamine H4 receptor
N06CA01,Sigma non-opioid intracellular receptor 1
N06CA01,5-hydroxytryptamine receptor 2C
N06CA01,Alpha-1B adrenergic receptor
N06CA01,5-hydroxytryptamine receptor 7
N06CA01,5-hydroxytryptamine receptor 1D
N06CA01,Mu-type opioid receptor
N06CA01,5-hydroxytryptamine receptor 1B
N06CA01,5-hydroxytryptamine receptor 6
N06CA01,Potassium voltage-gated channel subfamily KQT member 3
N06CA01,5-hydroxytryptamine receptor 1C
N06CA01,Muscarinic acetylcholine receptor
N06CA01,HERG human cardiac K+ channel
L01BC09,Thymidylate synthase
N04BX01,Catechol O-methyltransferase
D07XB04,Glucocorticoid receptor
D07AB06,Glucocorticoid receptor
S01BA07,Glucocorticoid receptor
S01BB03,Glucocorticoid receptor
C05AA06,Glucocorticoid receptor
D07CB03,Glucocorticoid receptor
S01CB05,Glucocorticoid receptor
S01CA07,Glucocorticoid receptor
D10AA01,Glucocorticoid receptor
C02DD01,Atrial natriuretic peptide receptor 1
N02AA53,Mu-type opioid receptor
N02AA53,Delta-type opioid receptor
N02AA53,Kappa-type opioid receptor
N02AA03,Mu-type opioid receptor
N02AA03,Delta-type opioid receptor
N02AA03,Kappa-type opioid receptor
N02AG04,Mu-type opioid receptor
N02AG04,Delta-type opioid receptor
N02AG04,Kappa-type opioid receptor
S01CC02,Prostaglandin G/H synthase 1
S01CC02,Prostaglandin G/H synthase 2
S01CC02,"Phospholipase A2, membrane associated"
S01CC02,Prostaglandin reductase 2
S01CC02,Peroxisome proliferator-activated receptor gamma
S01CC02,Lactoylglutathione lyase
S01CC02,Prostaglandin D2 receptor 2
S01CC02,Peroxisome proliferator-activated receptor alpha
S01CC02,Aldo-keto reductase family 1 member C3
S01CC02,"Interferon-induced, double-stranded RNA-activated protein kinase"
M01AB51,Prostaglandin G/H synthase 1
M01AB51,Prostaglandin G/H synthase 2
M01AB51,"Phospholipase A2, membrane associated"
M01AB51,Prostaglandin reductase 2
M01AB51,Peroxisome proliferator-activated receptor gamma
M01AB51,Lactoylglutathione lyase
M01AB51,Prostaglandin D2 receptor 2
M01AB51,Peroxisome proliferator-activated receptor alpha
M01AB51,Aldo-keto reductase family 1 member C3
M01AB51,"Interferon-induced, double-stranded RNA-activated protein kinase"
S01BC01,Prostaglandin G/H synthase 1
S01BC01,Prostaglandin G/H synthase 2
S01BC01,"Phospholipase A2, membrane associated"
S01BC01,Prostaglandin reductase 2
S01BC01,Peroxisome proliferator-activated receptor gamma
S01BC01,Lactoylglutathione lyase
S01BC01,Prostaglandin D2 receptor 2
S01BC01,Peroxisome proliferator-activated receptor alpha
S01BC01,Aldo-keto reductase family 1 member C3
S01BC01,"Interferon-induced, double-stranded RNA-activated protein kinase"
M02AA23,Prostaglandin G/H synthase 1
M02AA23,Prostaglandin G/H synthase 2
M02AA23,"Phospholipase A2, membrane associated"
M02AA23,Prostaglandin reductase 2
M02AA23,Peroxisome proliferator-activated receptor gamma
M02AA23,Lactoylglutathione lyase
M02AA23,Prostaglandin D2 receptor 2
M02AA23,Peroxisome proliferator-activated receptor alpha
M02AA23,Aldo-keto reductase family 1 member C3
M02AA23,"Interferon-induced, double-stranded RNA-activated protein kinase"
M01AB01,Prostaglandin G/H synthase 1
M01AB01,Prostaglandin G/H synthase 2
M01AB01,"Phospholipase A2, membrane associated"
M01AB01,Prostaglandin reductase 2
M01AB01,Peroxisome proliferator-activated receptor gamma
M01AB01,Lactoylglutathione lyase
M01AB01,Prostaglandin D2 receptor 2
M01AB01,Peroxisome proliferator-activated receptor alpha
M01AB01,Aldo-keto reductase family 1 member C3
M01AB01,"Interferon-induced, double-stranded RNA-activated protein kinase"
C01EB03,Prostaglandin G/H synthase 1
C01EB03,Prostaglandin G/H synthase 2
C01EB03,"Phospholipase A2, membrane associated"
C01EB03,Prostaglandin reductase 2
C01EB03,Peroxisome proliferator-activated receptor gamma
C01EB03,Lactoylglutathione lyase
C01EB03,Prostaglandin D2 receptor 2
C01EB03,Peroxisome proliferator-activated receptor alpha
C01EB03,Aldo-keto reductase family 1 member C3
C01EB03,"Interferon-induced, double-stranded RNA-activated protein kinase"
J04AK02,Probable arabinosyltransferase C
J04AK02,Probable arabinosyltransferase B
J04AK02,Probable arabinosyltransferase A
J04AM03,Probable arabinosyltransferase C
J04AM03,Probable arabinosyltransferase B
J04AM03,Probable arabinosyltransferase A
J04AM06,Probable arabinosyltransferase C
J04AM06,Probable arabinosyltransferase B
J04AM06,Probable arabinosyltransferase A
J04AM07,Probable arabinosyltransferase C
J04AM07,Probable arabinosyltransferase B
J04AM07,Probable arabinosyltransferase A
A10BD23,5'-AMP-activated protein kinase subunit beta-1
A10BD23,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
A10BD23,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
A10BD02,5'-AMP-activated protein kinase subunit beta-1
A10BD02,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
A10BD02,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
A10BD18,5'-AMP-activated protein kinase subunit beta-1
A10BD18,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
A10BD18,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
A10BD11,5'-AMP-activated protein kinase subunit beta-1
A10BD11,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
A10BD11,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
A10BD25,5'-AMP-activated protein kinase subunit beta-1
A10BD25,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
A10BD25,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
A10BA02,5'-AMP-activated protein kinase subunit beta-1
A10BA02,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
A10BA02,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
A10BD22,5'-AMP-activated protein kinase subunit beta-1
A10BD22,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
A10BD22,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
A10BD14,5'-AMP-activated protein kinase subunit beta-1
A10BD14,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
A10BD14,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
A10BD16,5'-AMP-activated protein kinase subunit beta-1
A10BD16,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
A10BD16,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
A10BD17,5'-AMP-activated protein kinase subunit beta-1
A10BD17,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
A10BD17,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
A10BD05,5'-AMP-activated protein kinase subunit beta-1
A10BD05,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
A10BD05,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
A10BD15,5'-AMP-activated protein kinase subunit beta-1
A10BD15,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
A10BD15,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
A10BD07,5'-AMP-activated protein kinase subunit beta-1
A10BD07,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
A10BD07,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
A10BD10,5'-AMP-activated protein kinase subunit beta-1
A10BD10,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
A10BD10,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
A10BD13,5'-AMP-activated protein kinase subunit beta-1
A10BD13,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
A10BD13,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
A10BD20,5'-AMP-activated protein kinase subunit beta-1
A10BD20,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
A10BD20,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
A10BD08,5'-AMP-activated protein kinase subunit beta-1
A10BD08,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
A10BD08,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
A10BD03,5'-AMP-activated protein kinase subunit beta-1
A10BD03,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
A10BD03,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
R03BB01,Muscarinic acetylcholine receptor M1
R03BB01,Muscarinic acetylcholine receptor M2
R03BB01,Muscarinic acetylcholine receptor M3
R01AX03,Muscarinic acetylcholine receptor M1
R01AX03,Muscarinic acetylcholine receptor M2
R01AX03,Muscarinic acetylcholine receptor M3
R03AL01,Muscarinic acetylcholine receptor M1
R03AL01,Muscarinic acetylcholine receptor M2
R03AL01,Muscarinic acetylcholine receptor M3
R03AL02,Muscarinic acetylcholine receptor M1
R03AL02,Muscarinic acetylcholine receptor M2
R03AL02,Muscarinic acetylcholine receptor M3
N07BC02,Mu-type opioid receptor
N07BC02,NMDA receptor
N07BC02,Delta-type opioid receptor
N07BC02,5-hydroxytryptamine receptor 3A
N07BC02,Neuronal acetylcholine receptor subunit alpha-7
N07BC02,Neuronal acetylcholine receptor subunit alpha-3
N07BC02,Neuronal acetylcholine receptor subunit alpha-4
N07BC02,Neuronal acetylcholine receptor subunit beta-2
N02AC52,Mu-type opioid receptor
N02AC52,NMDA receptor
N02AC52,Delta-type opioid receptor
N02AC52,5-hydroxytryptamine receptor 3A
N02AC52,Neuronal acetylcholine receptor subunit alpha-7
N02AC52,Neuronal acetylcholine receptor subunit alpha-3
N02AC52,Neuronal acetylcholine receptor subunit alpha-4
N02AC52,Neuronal acetylcholine receptor subunit beta-2
N05AH03,5-hydroxytryptamine receptor 2A
N05AH03,Dopamine D2 receptor
N05AH03,Dopamine D1 receptor
N05AH03,Dopamine D5 receptor
N05AH03,Dopamine D3 receptor
N05AH03,Dopamine D4 receptor
N05AH03,5-hydroxytryptamine receptor 2C
N05AH03,5-hydroxytryptamine receptor 3A
N05AH03,5-hydroxytryptamine receptor 6
N05AH03,Histamine H1 receptor
N05AH03,Alpha-1A adrenergic receptor
N05AH03,Alpha-1B adrenergic receptor
N05AH03,Muscarinic acetylcholine receptor M1
N05AH03,Muscarinic acetylcholine receptor M2
N05AH03,Muscarinic acetylcholine receptor M3
N05AH03,Muscarinic acetylcholine receptor M4
N05AH03,D(1) dopamine receptor
N05AH03,Beta adrenergic receptor
N05AH03,5-hydroxytryptamine receptor 1
N05AH03,GABA(A) Receptor Benzodiazepine Binding Site
C07CB53,Beta-1 adrenergic receptor
C07CB53,Beta-2 adrenergic receptor
C07AB03,Beta-1 adrenergic receptor
C07AB03,Beta-2 adrenergic receptor
C07FB03,Beta-1 adrenergic receptor
C07FB03,Beta-2 adrenergic receptor
C07DB01,Beta-1 adrenergic receptor
C07DB01,Beta-2 adrenergic receptor
C07BB03,Beta-1 adrenergic receptor
C07BB03,Beta-2 adrenergic receptor
C07CB03,Beta-1 adrenergic receptor
C07CB03,Beta-2 adrenergic receptor
B05CA03,Glutathione reductase
S02AA02,Glutathione reductase
D08AF01,Glutathione reductase
D09AA03,Glutathione reductase
S01AX04,Glutathione reductase
P01CC02,Glutathione reductase
D11AH02,Serine/threonine-protein kinase mTOR
D11AH02,Peptidyl-prolyl cis-trans isomerase FKBP1A
A02BC01,Potassium-transporting ATPase alpha chain 1
A02BC01,Aryl hydrocarbon receptor
A02BD05,Potassium-transporting ATPase alpha chain 1
A02BD05,Aryl hydrocarbon receptor
A02BD01,Potassium-transporting ATPase alpha chain 1
A02BD01,Aryl hydrocarbon receptor
J04AK01,Fatty acid synthetase
J04AM06,Fatty acid synthetase
J04AM05,Fatty acid synthetase
N04AA03,Muscarinic acetylcholine receptor
R06AE07,Histamine H1 receptor
R06AX12,Histamine H1 receptor
R06AX12,Potassium voltage-gated channel subfamily H member 2
R06AX12,Muscarinic acetylcholine receptor M3
R06AX12,Muscarinic acetylcholine receptor M1
R06AX12,Muscarinic acetylcholine receptor M5
R06AX12,Muscarinic acetylcholine receptor M4
R06AX12,Muscarinic acetylcholine receptor M2
C08DB01,Voltage-dependent calcium channel gamma-1 subunit
C08DB01,Voltage-dependent L-type calcium channel subunit alpha-1C
C05AE03,Voltage-dependent calcium channel gamma-1 subunit
C05AE03,Voltage-dependent L-type calcium channel subunit alpha-1C
N06AA11,Sodium-dependent noradrenaline transporter
N06AA11,Sodium-dependent serotonin transporter
G04CA01,Alpha-1A adrenergic receptor
G04CA01,Alpha-1B adrenergic receptor
G04CA01,Alpha-1D adrenergic receptor
G04CA01,Alpha-1 adrenergic receptors
G04CA51,Alpha-1A adrenergic receptor
G04CA51,Alpha-1B adrenergic receptor
G04CA51,Alpha-1D adrenergic receptor
G04CA51,Alpha-1 adrenergic receptors
N03AC02,Voltage-dependent T-type calcium channel subunit alpha-1G
A16AX04,4-hydroxyphenylpyruvate dioxygenase
N05BA09,GABA(A) Receptor
N05BA09,GABA(A) Receptor Benzodiazepine Binding Site
D11AX01,ATP-sensitive inward rectifier potassium channel 1
D11AX01,Prostaglandin G/H synthase 1
D11AX01,Renin
C02DC01,ATP-sensitive inward rectifier potassium channel 1
C02DC01,Prostaglandin G/H synthase 1
C02DC01,Renin
G03FB04,Progesterone receptor
G03FB04,Glucocorticoid receptor
G03DB02,Progesterone receptor
G03DB02,Glucocorticoid receptor
G03FA08,Progesterone receptor
G03FA08,Glucocorticoid receptor
G03AC05,Progesterone receptor
G03AC05,Glucocorticoid receptor
L02AB01,Progesterone receptor
L02AB01,Glucocorticoid receptor
G03AA04,Progesterone receptor
G03AA04,Glucocorticoid receptor
G03AB01,Progesterone receptor
G03AB01,Glucocorticoid receptor
L01BB03,DNA
G02AC01,Dopamine D1 receptor
G02AC01,5-hydroxytryptamine receptor 2B
G02AB01,Dopamine D1 receptor
G02AB01,5-hydroxytryptamine receptor 2B
R06AE51,Histamine H1 receptor
R06AE51,Muscarinic acetylcholine receptor M1
R06AE01,Histamine H1 receptor
R06AE01,Muscarinic acetylcholine receptor M1
J01DF01,Penicillin-binding protein 3
J01DF01,Beta-lactamase
M03BB03,Calcium-activated potassium channel subunit alpha-1
M03BB53,Calcium-activated potassium channel subunit alpha-1
M03BB73,Calcium-activated potassium channel subunit alpha-1
L02BG01,Cytochrome P450 19A1
L02BG01,"Cholesterol side-chain cleavage enzyme, mitochondrial"
P01BF02,Fe(II)-protoporphyrin IX
P01BF02,Adenosine receptor A2a
P01BF02,80S ribosomal subunit
P01BC02,Fe(II)-protoporphyrin IX
P01BC02,Adenosine receptor A2a
P01BC02,80S ribosomal subunit
J01EE06,Dihydropteroate synthetase
J01EC02,Dihydropteroate synthetase
G01AE10,Dihydropteroate synthetase
J01EE02,Dihydropteroate synthetase
A16AX07,Phenylalanine-4-hydroxylase
A16AX07,"Nitric oxide synthase, endothelial"
A16AX07,Tyrosine 3-monooxygenase
A16AX07,Tryptophan 5-hydroxylase 1
L01CA04,Tubulin beta chain
J02AX06,"1,3-beta-glucan synthase component FKS1"
N05AH02,Dopamine D2 receptor
N05AH02,5-hydroxytryptamine receptor 2A
N05AH02,Dopamine D1 receptor
N05AH02,Dopamine D3 receptor
N05AH02,Dopamine D4 receptor
N05AH02,5-hydroxytryptamine receptor 1A
N05AH02,5-hydroxytryptamine receptor 1B
N05AH02,5-hydroxytryptamine receptor 1D
N05AH02,5-hydroxytryptamine receptor 1E
N05AH02,5-hydroxytryptamine receptor 3A
N05AH02,5-hydroxytryptamine receptor 2C
N05AH02,5-hydroxytryptamine receptor 6
N05AH02,5-hydroxytryptamine receptor 7
N05AH02,Histamine H1 receptor
N05AH02,Histamine H4 receptor
N05AH02,Alpha-1A adrenergic receptor
N05AH02,Alpha-1B adrenergic receptor
N05AH02,Alpha-2A adrenergic receptor
N05AH02,Alpha-2B adrenergic receptor
N05AH02,Alpha-2C adrenergic receptor
N05AH02,Muscarinic acetylcholine receptor M1
N05AH02,Muscarinic acetylcholine receptor M2
N05AH02,Muscarinic acetylcholine receptor M3
N05AH02,Muscarinic acetylcholine receptor M4
N05AH02,Muscarinic acetylcholine receptor M5
N05AH02,Neuron-specific vesicular protein calcyon
N05AH02,Glutathione S-transferase P
A02BX02,Pepsin A-5
A02BX02,Fibroblast growth factor 2
A02BX02,Pro-epidermal growth factor
A02BX02,Fibrinogen
J01MA11,DNA gyrase subunit A
J01MA11,DNA topoisomerase 4 subunit A
R06AA09,Histamine H1 receptor
R06AA09,Muscarinic acetylcholine receptor
R06AA09,Nuclear receptor subfamily 1 group I member 3
R06AA59,Histamine H1 receptor
R06AA59,Muscarinic acetylcholine receptor
R06AA59,Nuclear receptor subfamily 1 group I member 3
G03AB03,Progesterone receptor
G03AB03,3-oxo-5-alpha-steroid 4-dehydrogenase 1
G03AB03,Estrogen receptor alpha
G03AB03,Androgen receptor
G03AB03,Sex hormone-binding globulin
G03AB03,Glucocorticoid receptor
G03AD01,Progesterone receptor
G03AD01,3-oxo-5-alpha-steroid 4-dehydrogenase 1
G03AD01,Estrogen receptor alpha
G03AD01,Androgen receptor
G03AD01,Sex hormone-binding globulin
G03AD01,Glucocorticoid receptor
G03AC03,Progesterone receptor
G03AC03,3-oxo-5-alpha-steroid 4-dehydrogenase 1
G03AC03,Estrogen receptor alpha
G03AC03,Androgen receptor
G03AC03,Sex hormone-binding globulin
G03AC03,Glucocorticoid receptor
G03FB09,Progesterone receptor
G03FB09,3-oxo-5-alpha-steroid 4-dehydrogenase 1
G03FB09,Estrogen receptor alpha
G03FB09,Androgen receptor
G03FB09,Sex hormone-binding globulin
G03FB09,Glucocorticoid receptor
G03AA07,Progesterone receptor
G03AA07,3-oxo-5-alpha-steroid 4-dehydrogenase 1
G03AA07,Estrogen receptor alpha
G03AA07,Androgen receptor
G03AA07,Sex hormone-binding globulin
G03AA07,Glucocorticoid receptor
G03FA11,Progesterone receptor
G03FA11,3-oxo-5-alpha-steroid 4-dehydrogenase 1
G03FA11,Estrogen receptor alpha
G03FA11,Androgen receptor
G03FA11,Sex hormone-binding globulin
G03FA11,Glucocorticoid receptor
C01CA03,Alpha-1A adrenergic receptor
C01CA03,Alpha-1B adrenergic receptor
C01CA03,Alpha-1D adrenergic receptor
