drugid,target
APRD00237,Gamma-aminobutyric acid receptor subunit alpha-1
APRD00237,Voltage-gated sodium channel alpha subunit
APRD00237,Kainate receptors
APRD00237,Carbonic anhydrase 2
APRD00237,Carbonic anhydrase 4
APRD00237,Carbonic anhydrase 1
APRD00237,Carbonic anhydrase 3
APRD00237,Voltage gated L-type calcium channel
APRD00237,Voltage-dependent R-type calcium channel
DB00274,Penicillin binding protein 2a
DB00274,Penicillin-binding protein 1A
DB00274,Penicillin-binding protein 1B
DB00274,Peptidoglycan synthase FtsI
DB00274,D-alanyl-D-alanine carboxypeptidase DacA
DB00274,D-alanyl-D-alanine carboxypeptidase DacC
APRD00852,Penicillin binding protein 2a
APRD00852,Penicillin-binding protein 1A
APRD00852,Penicillin-binding protein 1B
APRD00852,Peptidoglycan synthase FtsI
APRD00852,D-alanyl-D-alanine carboxypeptidase DacA
APRD00852,D-alanyl-D-alanine carboxypeptidase DacC
DB00275,Type-1 angiotensin II receptor
APRD00223,Type-1 angiotensin II receptor
DB00276,DNA
DB00276,DNA topoisomerase 2-alpha
DB00276,Potassium voltage-gated channel subfamily H member 2
DB00276,Alpha-1-acid glycoprotein 1
DB00276,Serum albumin
APRD00064,DNA
APRD00064,DNA topoisomerase 2-alpha
APRD00064,Potassium voltage-gated channel subfamily H member 2
APRD00064,Alpha-1-acid glycoprotein 1
APRD00064,Serum albumin
DB00277,Adenosine receptor A1
DB00277,Adenosine receptor A2a
DB00277,Adenosine receptor A2b
DB00277,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
DB00277,"cGMP-specific 3',5'-cyclic phosphodiesterase"
DB00277,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A"
DB00277,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A"
DB00277,Histone deacetylase 2
DB00277,Copine-1
DB00277,Minor histocompatibility antigen H13
DB00277,Nodal modulator 1
DB00277,Poly [ADP-ribose] polymerase 1
DB00277,Protein RIC-3
DB00277,Tubulin monoglycylase TTLL3
APRD00082,Adenosine receptor A1
APRD00082,Adenosine receptor A2a
APRD00082,Adenosine receptor A2b
APRD00082,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
APRD00082,"cGMP-specific 3',5'-cyclic phosphodiesterase"
APRD00082,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A"
APRD00082,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A"
APRD00082,Histone deacetylase 2
APRD00082,Copine-1
APRD00082,Minor histocompatibility antigen H13
APRD00082,Nodal modulator 1
APRD00082,Poly [ADP-ribose] polymerase 1
APRD00082,Protein RIC-3
APRD00082,Tubulin monoglycylase TTLL3
DB09359,Adenosine receptor A1
DB09359,Adenosine receptor A2a
DB09359,Adenosine receptor A2b
DB09359,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
DB09359,"cGMP-specific 3',5'-cyclic phosphodiesterase"
DB09359,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A"
DB09359,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A"
DB09359,Histone deacetylase 2
DB09359,Copine-1
DB09359,Minor histocompatibility antigen H13
DB09359,Nodal modulator 1
DB09359,Poly [ADP-ribose] polymerase 1
DB09359,Protein RIC-3
DB09359,Tubulin monoglycylase TTLL3
DB00278,Prothrombin
APRD00105,Prothrombin
DB00279,Thyroid hormone receptor alpha
DB00279,Thyroid hormone receptor beta
DB00279,Proliferating cell nuclear antigen
APRD01074,Thyroid hormone receptor alpha
APRD01074,Thyroid hormone receptor beta
APRD01074,Proliferating cell nuclear antigen
DB00280,Sodium channel protein type 5 subunit alpha
DB00280,Muscarinic acetylcholine receptor M1
DB00280,Muscarinic acetylcholine receptor M2
DB00280,Muscarinic acetylcholine receptor M3
DB00280,Potassium voltage-gated channel subfamily D member 2
DB00280,Potassium voltage-gated channel subfamily D member 3
DB00280,Potassium voltage-gated channel subfamily H member 2
DB00280,Alpha-1-acid glycoprotein 2
APRD00507,Sodium channel protein type 5 subunit alpha
APRD00507,Muscarinic acetylcholine receptor M1
APRD00507,Muscarinic acetylcholine receptor M2
APRD00507,Muscarinic acetylcholine receptor M3
APRD00507,Potassium voltage-gated channel subfamily D member 2
APRD00507,Potassium voltage-gated channel subfamily D member 3
APRD00507,Potassium voltage-gated channel subfamily H member 2
APRD00507,Alpha-1-acid glycoprotein 2
DB00281,Sodium channel protein type 10 subunit alpha
DB00281,Sodium channel protein type 9 subunit alpha
DB00281,Sodium channel protein type 5 subunit alpha
DB00281,Epidermal growth factor receptor
DB00281,Sodium channel protein type 4 subunit alpha
DB00281,Alpha-1-acid glycoprotein 1
DB00281,Alpha-1-acid glycoprotein 2
APRD00479,Sodium channel protein type 10 subunit alpha
APRD00479,Sodium channel protein type 9 subunit alpha
APRD00479,Sodium channel protein type 5 subunit alpha
APRD00479,Epidermal growth factor receptor
APRD00479,Sodium channel protein type 4 subunit alpha
APRD00479,Alpha-1-acid glycoprotein 1
APRD00479,Alpha-1-acid glycoprotein 2
DB05291,Sodium channel protein type 10 subunit alpha
DB05291,Sodium channel protein type 9 subunit alpha
DB05291,Sodium channel protein type 5 subunit alpha
DB05291,Epidermal growth factor receptor
DB05291,Sodium channel protein type 4 subunit alpha
DB05291,Alpha-1-acid glycoprotein 1
DB05291,Alpha-1-acid glycoprotein 2
DB00282,Farnesyl pyrophosphate synthase
DB00282,Hydroxylapatite
DB00282,Geranylgeranyl pyrophosphate synthase
DB00282,Caspase-3
DB00282,Caspase-9
APRD01161,Farnesyl pyrophosphate synthase
APRD01161,Hydroxylapatite
APRD01161,Geranylgeranyl pyrophosphate synthase
APRD01161,Caspase-3
APRD01161,Caspase-9
DB00283,Histamine H1 receptor
APRD00875,Histamine H1 receptor
DB00284,"Maltase-glucoamylase, intestinal"
DB00284,"Sucrase-isomaltase, intestinal"
DB00284,Pancreatic alpha-amylase
DB00284,Lysosomal alpha-glucosidase
APRD00656,"Maltase-glucoamylase, intestinal"
APRD00656,"Sucrase-isomaltase, intestinal"
APRD00656,Pancreatic alpha-amylase
APRD00656,Lysosomal alpha-glucosidase
DB00285,Sodium-dependent serotonin transporter
DB00285,Sodium-dependent noradrenaline transporter
DB00285,Sodium-dependent dopamine transporter
APRD00125,Sodium-dependent serotonin transporter
APRD00125,Sodium-dependent noradrenaline transporter
APRD00125,Sodium-dependent dopamine transporter
DB00286,Estrogen receptor alpha
DB00286,Estrogen receptor beta
APRD00396,Estrogen receptor alpha
APRD00396,Estrogen receptor beta
DB00287,Prostaglandin F2-alpha receptor
APRD01271,Prostaglandin F2-alpha receptor
DB00288,Glucocorticoid receptor
DB00288,Annexin A1
APRD00788,Glucocorticoid receptor
APRD00788,Annexin A1
DB00289,Sodium-dependent noradrenaline transporter
DB00289,Sodium-dependent serotonin transporter
DB00289,NMDA receptor
DB00289,G protein-activated inward rectifier potassium channel 1
DB00289,Kappa-type opioid receptor
APRD00614,Sodium-dependent noradrenaline transporter
APRD00614,Sodium-dependent serotonin transporter
APRD00614,NMDA receptor
APRD00614,G protein-activated inward rectifier potassium channel 1
APRD00614,Kappa-type opioid receptor
DB00290,DNA ligase 1
DB00290,DNA
DB00290,DNA ligase 3
APRD00453,DNA ligase 1
APRD00453,DNA
APRD00453,DNA ligase 3
EXPT00718,DNA ligase 1
EXPT00718,DNA
EXPT00718,DNA ligase 3
DB00291,DNA
APRD00115,DNA
DB00292,Gamma-aminobutyric acid receptor subunit alpha-1
DB00292,Alpha-2B adrenergic receptor
DB00292,GABA(A) Receptor
APRD00965,Gamma-aminobutyric acid receptor subunit alpha-1
APRD00965,Alpha-2B adrenergic receptor
APRD00965,GABA(A) Receptor
DB00293,Thymidylate synthase
DB00293,"Folylpolyglutamate synthase, mitochondrial"
APRD00430,Thymidylate synthase
APRD00430,"Folylpolyglutamate synthase, mitochondrial"
EXPT01092,Thymidylate synthase
EXPT01092,"Folylpolyglutamate synthase, mitochondrial"
DB00294,Progesterone receptor
APRD00766,Progesterone receptor
DB00295,Mu-type opioid receptor
DB00295,Kappa-type opioid receptor
DB00295,Delta-type opioid receptor
DB00295,Lymphocyte antigen 96
APRD00215,Mu-type opioid receptor
APRD00215,Kappa-type opioid receptor
APRD00215,Delta-type opioid receptor
APRD00215,Lymphocyte antigen 96
DB05354,Mu-type opioid receptor
DB05354,Kappa-type opioid receptor
DB05354,Delta-type opioid receptor
DB05354,Lymphocyte antigen 96
DB00296,Sodium channel protein type 10 subunit alpha
APRD00492,Sodium channel protein type 10 subunit alpha
DB00297,Sodium channel protein type 10 subunit alpha
DB00297,Prostaglandin E2 receptor EP1 subtype
APRD00247,Sodium channel protein type 10 subunit alpha
APRD00247,Prostaglandin E2 receptor EP1 subtype
DB00298,Alpha-1A adrenergic receptor
DB00298,Alpha-1D adrenergic receptor
DB00298,Alpha-1B adrenergic receptor
APRD00902,Alpha-1A adrenergic receptor
APRD00902,Alpha-1D adrenergic receptor
APRD00902,Alpha-1B adrenergic receptor
DB00299,DNA polymerase catalytic subunit
DB00299,Thymidine kinase
APRD00041,DNA polymerase catalytic subunit
APRD00041,Thymidine kinase
DB01730,DNA polymerase catalytic subunit
DB01730,Thymidine kinase
DB00300,Reverse transcriptase/RNaseH
DB00300,DNA polymerase/reverse transcriptase
APRD01248,Reverse transcriptase/RNaseH
APRD01248,DNA polymerase/reverse transcriptase
DB13426,Reverse transcriptase/RNaseH
DB13426,DNA polymerase/reverse transcriptase
DB00301,Penicillin-binding protein 1A
APRD00609,Penicillin-binding protein 1A
DB00302,Plasminogen
APRD01270,Plasminogen
EXPT00508,Plasminogen
DB00303,Penicillin-binding protein 2
DB00303,Penicillin-binding protein 2
DB00303,Peptidoglycan synthase FtsI
DB00303,Peptidoglycan synthase FtsI
DB00303,D-alanyl-D-alanine carboxypeptidase DacB
DB00303,Penicillin-binding protein 1A
DB00303,Penicillin-binding protein 1B
DB00303,D-alanyl-D-alanine carboxypeptidase DacC
APRD00952,Penicillin-binding protein 2
APRD00952,Penicillin-binding protein 2
APRD00952,Peptidoglycan synthase FtsI
APRD00952,Peptidoglycan synthase FtsI
APRD00952,D-alanyl-D-alanine carboxypeptidase DacB
APRD00952,Penicillin-binding protein 1A
APRD00952,Penicillin-binding protein 1B
APRD00952,D-alanyl-D-alanine carboxypeptidase DacC
DB00304,Progesterone receptor
DB00304,Estrogen receptor alpha
APRD00762,Progesterone receptor
APRD00762,Estrogen receptor alpha
DB00305,DNA
APRD00284,DNA
DB00306,Gamma-aminobutyric acid receptor subunit alpha-1
DB00306,Gamma-aminobutyric acid receptor subunit alpha-2
DB00306,Gamma-aminobutyric acid receptor subunit alpha-3
DB00306,Gamma-aminobutyric acid receptor subunit alpha-4
DB00306,Gamma-aminobutyric acid receptor subunit alpha-5
DB00306,Gamma-aminobutyric acid receptor subunit alpha-6
DB00306,Neuronal acetylcholine receptor subunit alpha-4
DB00306,Neuronal acetylcholine receptor subunit alpha-7
DB00306,Glutamate receptor 2
DB00306,"Glutamate receptor ionotropic, kainate 2"
DB00306,GABA(A) Receptor
APRD01333,Gamma-aminobutyric acid receptor subunit alpha-1
APRD01333,Gamma-aminobutyric acid receptor subunit alpha-2
APRD01333,Gamma-aminobutyric acid receptor subunit alpha-3
APRD01333,Gamma-aminobutyric acid receptor subunit alpha-4
APRD01333,Gamma-aminobutyric acid receptor subunit alpha-5
APRD01333,Gamma-aminobutyric acid receptor subunit alpha-6
APRD01333,Neuronal acetylcholine receptor subunit alpha-4
APRD01333,Neuronal acetylcholine receptor subunit alpha-7
APRD01333,Glutamate receptor 2
APRD01333,"Glutamate receptor ionotropic, kainate 2"
APRD01333,GABA(A) Receptor
DB00307,Retinoic acid receptor RXR-alpha
DB00307,Retinoic acid receptor RXR-beta
DB00307,Retinoic acid receptor RXR-gamma
APRD00114,Retinoic acid receptor RXR-alpha
APRD00114,Retinoic acid receptor RXR-beta
APRD00114,Retinoic acid receptor RXR-gamma
DB00308,Voltage-dependent L-type calcium channel subunit alpha-1C
DB00308,Voltage-dependent L-type calcium channel subunit beta-1
DB00308,Potassium voltage-gated channel subfamily H member 2
DB00308,Voltage-dependent calcium channel subunit alpha-2/delta-1
DB00308,Voltage-dependent calcium channel gamma-1 subunit
DB00308,Potassium channel subfamily K member 1
DB00308,Potassium channel subfamily K member 6
DB00308,Potassium voltage-gated channel subfamily H member 6
DB00308,Potassium voltage-gated channel subfamily H member 7
DB00308,ATP-sensitive inward rectifier potassium channel 11
APRD01025,Voltage-dependent L-type calcium channel subunit alpha-1C
APRD01025,Voltage-dependent L-type calcium channel subunit beta-1
APRD01025,Potassium voltage-gated channel subfamily H member 2
APRD01025,Voltage-dependent calcium channel subunit alpha-2/delta-1
APRD01025,Voltage-dependent calcium channel gamma-1 subunit
APRD01025,Potassium channel subfamily K member 1
APRD01025,Potassium channel subfamily K member 6
APRD01025,Potassium voltage-gated channel subfamily H member 6
APRD01025,Potassium voltage-gated channel subfamily H member 7
APRD01025,ATP-sensitive inward rectifier potassium channel 11
DB00309,Tubulin beta-1 chain
APRD00392,Tubulin beta-1 chain
DB00310,Solute carrier family 12 member 1
DB00310,Carbonic anhydrase 1
APRD00127,Solute carrier family 12 member 1
APRD00127,Carbonic anhydrase 1
DB00311,Carbonic anhydrase 1
DB00311,Carbonic anhydrase 2
DB00311,Carbonic anhydrase 4
DB00311,Carbonic anhydrase 7
DB00311,Carbonic anhydrase 3
APRD00732,Carbonic anhydrase 1
APRD00732,Carbonic anhydrase 2
APRD00732,Carbonic anhydrase 4
APRD00732,Carbonic anhydrase 7
APRD00732,Carbonic anhydrase 3
DB07727,Carbonic anhydrase 1
DB07727,Carbonic anhydrase 2
DB07727,Carbonic anhydrase 4
DB07727,Carbonic anhydrase 7
DB07727,Carbonic anhydrase 3
DB00312,Gamma-aminobutyric acid receptor subunit alpha-1
DB00312,Gamma-aminobutyric acid receptor subunit alpha-2
DB00312,Gamma-aminobutyric acid receptor subunit alpha-3
DB00312,Gamma-aminobutyric acid receptor subunit alpha-4
DB00312,Gamma-aminobutyric acid receptor subunit alpha-5
DB00312,Gamma-aminobutyric acid receptor subunit alpha-6
DB00312,Neuronal acetylcholine receptor subunit alpha-4
DB00312,Neuronal acetylcholine receptor subunit alpha-7
DB00312,Glutamate receptor 2
DB00312,"Glutamate receptor ionotropic, kainate 2"
DB00312,GABA(A) Receptor
DB00312,NMDA receptor
DB00312,Nuclear receptor subfamily 1 group I member 2
APRD01174,Gamma-aminobutyric acid receptor subunit alpha-1
APRD01174,Gamma-aminobutyric acid receptor subunit alpha-2
APRD01174,Gamma-aminobutyric acid receptor subunit alpha-3
APRD01174,Gamma-aminobutyric acid receptor subunit alpha-4
APRD01174,Gamma-aminobutyric acid receptor subunit alpha-5
APRD01174,Gamma-aminobutyric acid receptor subunit alpha-6
APRD01174,Neuronal acetylcholine receptor subunit alpha-4
APRD01174,Neuronal acetylcholine receptor subunit alpha-7
APRD01174,Glutamate receptor 2
APRD01174,"Glutamate receptor ionotropic, kainate 2"
APRD01174,GABA(A) Receptor
APRD01174,NMDA receptor
APRD01174,Nuclear receptor subfamily 1 group I member 2
DB00313,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial"
DB00313,Histone deacetylase 9
DB00313,"2-oxoglutarate dehydrogenase, mitochondrial"
DB00313,"Succinate-semialdehyde dehydrogenase, mitochondrial"
DB00313,Sodium channel protein
DB00313,Histone deacetylase 2
DB00313,Peroxisome proliferator-activated receptor alpha
DB00313,Peroxisome proliferator-activated receptor delta
DB00313,Peroxisome proliferator-activated receptor gamma
APRD00256,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial"
APRD00256,Histone deacetylase 9
APRD00256,"2-oxoglutarate dehydrogenase, mitochondrial"
APRD00256,"Succinate-semialdehyde dehydrogenase, mitochondrial"
APRD00256,Sodium channel protein
APRD00256,Histone deacetylase 2
APRD00256,Peroxisome proliferator-activated receptor alpha
APRD00256,Peroxisome proliferator-activated receptor delta
APRD00256,Peroxisome proliferator-activated receptor gamma
DB00510,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial"
DB00510,Histone deacetylase 9
DB00510,"2-oxoglutarate dehydrogenase, mitochondrial"
DB00510,"Succinate-semialdehyde dehydrogenase, mitochondrial"
DB00510,Sodium channel protein
DB00510,Histone deacetylase 2
DB00510,Peroxisome proliferator-activated receptor alpha
DB00510,Peroxisome proliferator-activated receptor delta
DB00510,Peroxisome proliferator-activated receptor gamma
APRD00066,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial"
APRD00066,Histone deacetylase 9
APRD00066,"2-oxoglutarate dehydrogenase, mitochondrial"
APRD00066,"Succinate-semialdehyde dehydrogenase, mitochondrial"
APRD00066,Sodium channel protein
APRD00066,Histone deacetylase 2
APRD00066,Peroxisome proliferator-activated receptor alpha
APRD00066,Peroxisome proliferator-activated receptor delta
APRD00066,Peroxisome proliferator-activated receptor gamma
DB00314,16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
APRD00844,16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
DB00315,5-hydroxytryptamine receptor 1B
DB00315,5-hydroxytryptamine receptor 1D
DB00315,5-hydroxytryptamine receptor 1F
DB00315,5-hydroxytryptamine receptor 1E
DB00315,5-hydroxytryptamine receptor 7
DB00315,5-hydroxytryptamine receptor 1A
DB00315,5-hydroxytryptamine receptor 2A
DB00315,5-hydroxytryptamine receptor 2B
APRD00376,5-hydroxytryptamine receptor 1B
APRD00376,5-hydroxytryptamine receptor 1D
APRD00376,5-hydroxytryptamine receptor 1F
APRD00376,5-hydroxytryptamine receptor 1E
APRD00376,5-hydroxytryptamine receptor 7
APRD00376,5-hydroxytryptamine receptor 1A
APRD00376,5-hydroxytryptamine receptor 2A
APRD00376,5-hydroxytryptamine receptor 2B
DB00316,Prostaglandin E synthase 3
DB00316,Prostaglandin G/H synthase 2
DB00316,Prostaglandin G/H synthase 1
DB00316,Transient receptor potential cation channel subfamily V member 1
APRD00252,Prostaglandin E synthase 3
APRD00252,Prostaglandin G/H synthase 2
APRD00252,Prostaglandin G/H synthase 1
APRD00252,Transient receptor potential cation channel subfamily V member 1
DB00317,Epidermal growth factor receptor
APRD00997,Epidermal growth factor receptor
DB07998,Epidermal growth factor receptor
DB00318,Mu-type opioid receptor
DB00318,Kappa-type opioid receptor
DB00318,Delta-type opioid receptor
APRD00120,Mu-type opioid receptor
APRD00120,Kappa-type opioid receptor
APRD00120,Delta-type opioid receptor
DB09471,Mu-type opioid receptor
DB09471,Kappa-type opioid receptor
DB09471,Delta-type opioid receptor
DB00319,Penicillin-binding protein 3
DB00319,Penicillin-binding protein 2B
DB00319,Penicillin-binding protein 2a
DB00319,Penicillin-binding protein 1b
APRD00325,Penicillin-binding protein 3
APRD00325,Penicillin-binding protein 2B
APRD00325,Penicillin-binding protein 2a
APRD00325,Penicillin-binding protein 1b
DB00320,5-hydroxytryptamine receptor 1B
DB00320,5-hydroxytryptamine receptor 1D
DB00320,5-hydroxytryptamine receptor 1F
DB00320,Alpha-2A adrenergic receptor
DB00320,5-hydroxytryptamine receptor 1A
DB00320,5-hydroxytryptamine receptor 1E
DB00320,5-hydroxytryptamine receptor 2A
DB00320,5-hydroxytryptamine receptor 2B
DB00320,5-hydroxytryptamine receptor 2C
DB00320,Alpha-1 adrenergic receptors
